tarih;TP_DK_USD_A_YTL;TP_DK_USD_S_YTL;TP_DK_EUR_A_YTL;TP_DK_EUR_S_YTL;TP_DK_GBP_A_YTL;TP_DK_GBP_S_YTL;TP_TRY_MT01;TP_TRY_MT02;TP_TRY_MT03;TP_TRY_MT04;TP_TRY_MT05;TP_TRY_MT06;XAU_TRY_GRAM;POLITIKA_FAIZI
2002-01-04;1,43834425;1,4452815;1,28544025;1,29164;2,079996;2,09086825;63,49;65,06;65,3;65,02;57,94;63,89;;
2002-01-11;1,39142;1,3981308;1,2408242;1,2468088;2,0049178;2,0153978;63,23;60,15;64,1;65,72;59,31;62,13;12,49292008;
2002-01-18;1,3636426;1,3702198;1,2108656;1,2167056;1,965611;1,9758854;62,76;60,94;63,78;66,26;56,0;62,22;12,28710547;
2002-01-25;1,335064;1,3415032;1,1775706;1,18325;1,9077046;1,9176766;62,21;59,74;63,65;65,92;55,91;61,42;11,99169091;
2002-02-01;1,3180866;1,324444;1,136321;1,1418016;1,859647;1,8693676;62,12;59,35;63,49;61,45;72,6;61,27;12,0042207;
2002-02-08;1,3120866;1,318415;1,1359574;1,1414362;1,855083;1,86478;62,87;60,12;63,36;61,2;70,97;61,89;13,50570397;
2002-02-15;1,3587122;1,3652654;1,188289;1,1940204;1,9351456;1,945261;62,42;59,38;63,64;60,88;67,93;61,48;12,91784075;
2002-02-22;1,356536;1,36307875;1,1823645;1,18806725;1,93686325;1,9469875;61,39;58,71;63,03;60,48;71,18;60,54;12,93533043;
2002-03-01;1,38541625;1,39209825;1,202192;1,20799025;1,96870025;1,978991;60,75;59,26;63,33;58,93;71,37;60,29;13,27949131;57,0
2002-03-08;1,3742404;1,3808686;1,1946374;1,2003994;1,951795;1,9619974;60,19;55,87;61,8;60,75;64,45;58,86;12,63977666;57,0
2002-03-15;1,3554608;1,3619984;1,1873224;1,1930492;1,9220028;1,9320492;58,22;57,08;61,23;61,48;62,33;57,94;12,54572608;57,0
2002-03-22;1,344876;1,3513624;1,1866372;1,1923606;1,9164654;1,9264832;56,63;55,68;62,27;60,61;65,35;56,58;12,82645997;57,0
2002-03-29;1,3338728;1,3403062;1,1673;1,1729298;1,9000072;1,909939;57,61;55,73;61,52;60,1;66,57;57,33;13,06137663;57,0
2002-04-05;1,3305348;1,336952;1,1670328;1,1726614;1,9056656;1,9156266;55,7;53,77;59,75;58,05;65,46;55,48;12,57862594;54,0
2002-04-12;1,301218;1,307494;1,1432954;1,1488096;1,8655806;1,8753322;55,93;52,41;60,25;55,77;66,21;55,04;12,62790982;54,0
2002-04-19;1,2940266;1,3002678;1,1435206;1,149036;1,8628192;1,8725566;54,61;51,37;60,85;54,3;63,59;53,73;12,64695946;54,0
2002-04-26;1,3231845;1,32956675;1,1792995;1,18498725;1,91603025;1,9260455;53,74;51,26;58,24;55,42;63,16;53,12;13,5028313;54,0
2002-05-03;1,3458008;1,352292;1,2132904;1,2191422;1,9617708;1,9720252;51,11;49,89;56,76;49,47;59,11;51,11;13,70925838;48,0
2002-05-10;1,3671982;1,3737926;1,244539;1,2505416;1,9995926;2,0100448;50,04;49,73;56,56;48,91;64,23;50,3;13,78958381;48,0
2002-05-17;1,383716;1,3903896;1,2589472;1,2650194;2,0150464;2,0255796;49,77;48,25;55,63;51,49;63,08;49,63;14,58897997;48,0
2002-05-24;1,4120736;1,4188844;1,3006586;1,3069318;2,0595042;2,0702698;49,97;49,13;54,86;51,12;65,96;49,97;14,56223794;48,0
2002-05-31;1,404647;1,411422;1,3010702;1,3073454;2,0480946;2,0588004;50,24;50,14;53,94;47,72;62,23;50,41;15,10734967;48,0
2002-06-07;1,4392154;1,446157;1,3496166;1,3561258;2,100775;2,111756;50,55;49,35;54,07;49,56;64,2;50,51;15,19920114;48,0
2002-06-14;1,4939894;1,501195;1,4115418;1,41835;2,189008;2,2004502;50,28;49,77;53,69;49,28;63,8;50,39;16,12762468;48,0
2002-06-21;1,5601022;1,5676268;1,482645;1,4897962;2,3142066;2,3263034;49,93;50,95;54,05;51,67;64,13;50,49;16,27033541;48,0
2002-06-28;1,5877872;1,5954454;1,5526106;1,560099;2,3971944;2,409725;50,89;50,07;56,34;51,46;64,5;50,84;15,9102792;48,0
2002-07-05;1,5949496;1,6026424;1,5710046;1,5785818;2,4363866;2,449122;50,44;50,23;55,68;52,18;63,06;50,86;16,11873339;48,0
2002-07-12;1,6463598;1,6543004;1,6228934;1,630721;2,5306218;2,54385;50,81;51,56;55,87;52,3;65,21;51,29;16,83401516;48,0
2002-07-19;1,6636676;1,6716916;1,6675166;1,6755592;2,5992024;2,612789;51,08;51,04;55,49;51,03;65,15;51,42;17,37481483;48,0
2002-07-26;1,6715798;1,679642;1,674008;1,682082;2,6266132;2,640343;50,77;51,42;55,78;51,79;65,2;51,21;16,44181142;48,0
2002-08-02;1,6819628;1,690075;1,6554802;1,6634648;2,6314862;2,6452414;50,0;51,39;55,67;51,67;65,44;50,9;16,19351795;48,0
2002-08-09;1,63217;1,6400424;1,5930878;1,6007714;2,5268236;2,540032;49,74;51,57;55,97;49,69;64,63;50,58;16,60349206;48,0
2002-08-16;1,6353378;1,6432252;1,59902;1,6067324;2,5042844;2,5173746;51,05;52,85;55,98;50,64;65,51;51,84;16,54153885;48,0
2002-08-23;1,6278822;1,6357336;1,5944528;1,6021432;2,4904936;2,5035118;50,62;48,96;55,06;51,05;65,01;50,29;16,12739319;48,0
2002-08-30;1,62642025;1,63426475;1,5839645;1,59160425;2,479004;2,491962;49,74;50,54;55,91;51,06;65,26;50,35;16,27631545;48,0
2002-09-06;1,6188378;1,6266456;1,6024854;1,6102146;2,5188338;2,5320002;50,13;50,44;55,81;50,19;65,22;50,56;16,69266762;46,0
2002-09-13;1,6425796;1,650502;1,6099972;1,6177626;2,5589528;2,5723288;49,89;49,75;56,9;48,23;65,11;50,19;16,91737562;46,0
2002-09-20;1,6600688;1,6680754;1,615796;1,6235892;2,5640862;2,5774892;49,7;50,33;59,41;51,35;65,24;50,28;17,16953071;46,0
2002-09-27;1,6494128;1,6573684;1,617876;1,6256792;2,5661052;2,5795188;50,52;50,69;59,61;50,93;65,01;50,97;17,06246551;46,0
2002-10-04;1,6445844;1,6525164;1,6187218;1,6265292;2,5744124;2,5878694;50,55;53,66;60,74;53,91;64,81;51,76;16,98955404;46,0
2002-10-11;1,6379556;1,6458558;1,6102332;1,6179998;2,5591194;2,5724962;50,14;50,37;59,32;53,64;64,75;50,57;16,71869365;46,0
2002-10-18;1,6373954;1,6452928;1,6099424;1,6177076;2,5475368;2,5608534;50,23;49,84;58,32;51,81;64,51;50,43;16,65338584;46,0
2002-10-25;1,6539852;1,6619624;1,6125374;1,620315;2,5579834;2,5713544;50,28;49,22;56,69;52,73;64,26;50,11;16,97888642;46,0
2002-11-01;1,66832925;1,67637575;1,636787;1,64468125;2,5949525;2,608517;49,37;49,6;55,79;51,84;63,66;49,72;17,41416927;46,0
2002-11-08;1,6491256;1,6570796;1,6452656;1,6532012;2,575145;2,5886058;49,52;49,51;53,78;50,54;62,81;49,85;16,63238915;46,0
2002-11-15;1,6181128;1,6259174;1,6340582;1,6419394;2,5681102;2,5815342;47,75;46,89;53,22;48,89;61,65;47,74;16,47764439;46,0
2002-11-22;1,5816566;1,589285;1,5906978;1,5983702;2,496906;2,5099578;46,96;46,53;52,07;47,16;61,61;47,1;16,24448621;46,0
2002-11-29;1,554956;1,5624558;1,5460552;1,5535118;2,4298182;2,4425194;47,36;46,82;50,84;47,24;57,88;47,46;15,67858806;46,0
2002-12-06;1,52393467;1,53128467;1,51403867;1,521341;2,369369;2,381754;46,37;45,95;52,51;47,24;60,07;46,67;16,29922607;44,0
2002-12-13;1,5470062;1,5544676;1,5596338;1,567156;2,434263;2,4469872;47,08;46,72;51,25;46,38;59,17;47,2;16,43443121;44,0
2002-12-20;1,5712514;1,57883;1,6119866;1,6197616;2,50639;2,5194914;46,87;45,68;52,89;44,22;58,9;46,73;17,92077791;44,0
2002-12-27;1,6446976;1,6526302;1,6944956;1,7026686;2,6271204;2,640853;46,89;46,81;51,1;45,92;59,52;47,12;18,53757069;44,0
2003-01-03;1,64347275;1,6513995;1,71561375;1,7238885;2,63699425;2,65077825;47,71;47,82;49,43;45,97;50,7;47,96;18,56368031;44,0
2003-01-10;1,662648;1,6706672;1,7352172;1,7435864;2,6666242;2,6805632;47,24;46,75;51,53;49,27;59,16;47,27;18,98813447;44,0
2003-01-17;1,6571604;1,665153;1,74764;1,7560688;2,6573444;2,671235;47,75;46,5;51,01;47,01;58,92;47,5;19,15328;44,0
2003-01-24;1,6572026;1,6651954;1,7698324;1,7783686;2,6715658;2,6855304;47,28;47,7;51,77;49,32;58,85;47,57;19,62026155;44,0
2003-01-31;1,6510294;1,6589926;1,7861634;1,7947784;2,704639;2,7187766;47,46;47,29;51,83;48,31;58,43;47,6;19,45866997;44,0
2003-02-07;1,6329498;1,6408258;1,7662212;1,77474;2,6877216;2,7017708;48,16;48,45;51,33;49,37;58,5;48,32;19,34609285;44,0
2003-02-14;1,62526;1,633099;1,751705;1,760154;2,644372;2,658195;47,04;49,06;50,23;48,46;56,29;47,38;18,60326528;44,0
2003-02-21;1,6245238;1,6323592;1,7445102;1,7529242;2,6034352;2,6170438;48,2;48,45;48,7;45,87;49,04;48,29;18,29805406;44,0
2003-02-28;1,6118132;1,6195874;1,7386944;1,7470802;2,5503564;2,5636876;48,41;47,26;49,26;47,2;48,94;48,17;17,92152702;44,0
2003-03-07;1,6128446;1,6206238;1,7552626;1,7637286;2,5581296;2,5715014;49,26;47,26;49,97;47,62;49,33;48,85;18,22734332;44,0
2003-03-14;1,6097278;1,6174918;1,7723382;1,7808866;2,5817268;2,595222;48,06;44,78;47,17;48,29;46,81;47,04;17,61356145;44,0
2003-03-21;1,668402;1,6764492;1,7821364;1,790732;2,6237408;2,6374554;47,8;45,05;46,5;50,19;46,33;46,84;18,15267803;44,0
2003-03-28;1,7200072;1,7283032;1,8337272;1,8425714;2,7028116;2,7169396;48,65;45,26;47,24;50,82;46,87;47,41;18,14640735;44,0
2003-04-04;1,6921546;1,7003162;1,8301928;1,8390202;2,6578712;2,6717644;48,57;45,6;48,95;47,05;46,74;47,31;17,36656816;44,0
2003-04-11;1,6422706;1,6501916;1,7583;1,7667806;2,5567792;2,570144;47,9;46,33;47,49;49,52;47,93;47,3;17,36829627;44,0
2003-04-18;1,617628;1,6254302;1,7475516;1,7559804;2,544737;2,5580388;48,1;46,5;47,58;47,64;49,66;47,5;16,7449727;44,0
2003-04-25;1,5921625;1,5998415;1,74153875;1,7499385;2,51197625;2,52510675;47,62;46,13;48,03;47,32;51,0;47,17;17,10850537;44,0
2003-05-02;1,5733046;1,5808928;1,7398488;1,7482402;2,5079424;2,5210522;44,82;43,3;44,92;45,95;47,9;44,26;16,86988478;41,0
2003-05-09;1,5251298;1,5324858;1,7253186;1,73364;2,4489416;2,4617428;44,61;43,2;44,89;45,97;52,17;44,15;16,83075186;41,0
2003-05-16;1,4873592;1,494533;1,7125278;1,7207874;2,394972;2,4074908;44,56;42,74;45,09;45,85;48,12;43,91;17,10755693;41,0
2003-05-23;1,47116125;1,47825675;1,70878375;1,71702525;2,4012865;2,41383875;44,55;43,0;45,22;47,3;48,22;44,08;17,25595674;41,0
2003-05-30;1,4469472;1,453926;1,7071012;1,7153346;2,3710346;2,3834286;43,85;42,55;44,74;44,89;48,22;43,51;16,73844707;41,0
2003-06-06;1,4241622;1,4310314;1,6714204;1,6794818;2,3308076;2,3429912;42,47;42,83;42,41;45,13;45,65;42,6;16,71087137;41,0
2003-06-13;1,4157098;1,422538;1,6633596;1,671382;2,3517128;2,3640056;41,44;40,26;42,43;42,32;44,54;41,2;16,33298114;41,0
2003-06-20;1,4111044;1,4179106;1,6611286;1,6691404;2,3661718;2,3785404;40,54;39,83;40,38;41,84;42,65;40,31;16,37874773;41,0
2003-06-27;1,4248988;1,4317714;1,6469126;1,6548558;2,3745232;2,3869352;39,77;40,23;41,2;43,28;42,29;39,95;15,63884331;41,0
2003-07-04;1,4040804;1,4108524;1,6120496;1,6198248;2,3265764;2,3387378;40,58;40,91;43,59;43,61;44,59;40,83;15,76960039;38,0
2003-07-11;1,3992932;1,4060422;1,590912;1,5985852;2,301816;2,313848;40,74;40,62;41,12;44,2;44,24;40,73;15,49209444;38,0
2003-07-18;1,3790386;1,3856898;1,5524536;1,5599414;2,2209422;2,2325516;39,41;40,28;42,3;42,12;43,66;39,77;15,65336741;38,0
2003-07-25;1,3943116;1,4010366;1,5819432;1,5895732;2,229891;2,2415472;38,72;37,93;39,41;40,83;41,1;38,47;16,45053231;38,0
2003-08-01;1,4166796;1,4235124;1,6209204;1,6287384;2,2939264;2,3059172;37,84;37,84;39,88;40,57;40,42;37,91;15,9854155;35,0
2003-08-08;1,408493;1,4152862;1,5937608;1,6014476;2,2670048;2,2788546;36,53;36,66;36,95;39,95;40,22;36,61;16,0911384;35,0
2003-08-15;1,3952284;1,4019578;1,5771678;1,5847748;2,2397808;2,2514884;34,92;35,41;36,59;38,41;38,9;35,2;16,21215767;35,0
2003-08-22;1,3923778;1,3990934;1,5506782;1,5581572;2,21465;2,2262264;35,18;34,81;36,57;37,89;37,52;35,12;16,14522586;35,0
2003-08-29;1,3893686;1,3960698;1,5112666;1,5185558;2,1828956;2,194306;33,9;35,01;35,45;38,9;39,17;34,3;16,88935045;35,0
2003-09-05;1,3869334;1,3936228;1,5084314;1,5157068;2,1791936;2,1905844;33,85;34,2;35,35;39,19;38,94;34,01;16,69201657;32,0
2003-09-12;1,3787776;1,3854276;1,5322678;1,539658;2,188231;2,1996692;33,94;33,67;37,51;37,1;37,5;34,07;16,58696239;32,0
2003-09-19;1,3684044;1,3750046;1,5366614;1,5440728;2,1898234;2,2012698;31,95;33,37;34,44;34,44;36,91;32,42;16,75294384;32,0
2003-09-26;1,3558274;1,3623666;1,5509302;1,5584106;2,2323588;2,2440278;30,35;31,82;33,27;33,82;32,4;30,86;16,75798829;32,0
2003-10-03;1,3824854;1,3891534;1,6024094;1,610138;2,2960368;2,3080388;30,9;31,83;33,43;33,84;33,72;31,21;16,55133937;29,0
2003-10-10;1,3742616;1,38089;1,6130022;1,6207818;2,2908128;2,3027872;29,67;30,63;31,57;37,34;32,66;30,08;16,51243401;29,0
2003-10-17;1,3986862;1,4054322;1,6342628;1,6421452;2,3279464;2,3401148;28,55;28,93;29,87;31,87;30,22;28,69;17,28428958;29,0
2003-10-24;1,453856;1,4608682;1,698095;1,7062852;2,4398252;2,4525788;28,12;27,77;28,34;28,59;29,43;28,03;18,49142887;29,0
2003-10-31;1,4908505;1,498041;1,7515535;1,76000175;2,528283;2,54149875;28,42;27,53;28,09;29,47;28,0;28,14;18,30894995;29,0
2003-11-07;1,4750844;1,4821988;1,6991462;1,7073414;2,481468;2,4944394;28,0;28,89;27,97;30,38;27,31;28,26;18,38096119;26,0
2003-11-14;1,4833936;1,4905484;1,7113324;1,7195864;2,478398;2,491353;27,62;28,48;27,78;29,22;27,31;27,86;18,79619291;26,0
2003-11-21;1,4619606;1,469012;1,731425;1,739776;2,4761476;2,4890908;28,48;29,07;27,83;28,95;29,67;28,64;18,72522817;26,0
2003-11-28;1,464763;1,471828;1,741164;1,749562;2,493197;2,506229;28,97;27,0;27,48;27,66;28,16;28,17;18,70304737;26,0
2003-12-05;1,4512738;1,4582736;1,7450124;1,7534288;2,4998296;2,5128968;28,43;27,38;27,47;27,93;29,12;28,1;18,8861089;26,0
2003-12-12;1,4343222;1,4412402;1,74754;1,7559688;2,489081;2,502092;28,71;29,0;27,6;28,07;26,91;28,73;18,92161458;26,0
2003-12-19;1,4251334;1,4320068;1,754514;1,7629764;2,4945616;2,5076012;28,04;27,16;27,04;28,21;28,17;27,77;18,81518114;26,0
2003-12-26;1,420992;1,4278456;1,7652644;1,7737784;2,5103208;2,5234426;28,08;26,86;28,14;27,41;27,97;27,69;18,72999613;26,0
2004-01-02;1,4010865;1,407844;1,753111;1,7615665;2,48849625;2,501504;28,57;27,37;27,98;27,89;27,52;28,09;18,59301466;26,0
2004-01-09;1,3698058;1,3764126;1,733737;1,7420992;2,4748076;2,4877438;27,53;25,68;25,93;26,77;25,51;26,81;18,47619813;26,0
2004-01-16;1,3388404;1,3452978;1,705077;1,7133008;2,4622202;2,4750906;26,47;26,36;25,28;25,25;25,15;26,38;17,77421873;26,0
2004-01-23;1,3330296;1,3394588;1,6708516;1,6789104;2,4182384;2,4308792;25,53;25,2;25,01;26,35;26,47;25,42;17,37020602;26,0
2004-01-30;1,3220358;1,3284122;1,6629508;1,6709714;2,4140272;2,4266458;25,76;25,56;25,08;26,12;25,05;25,67;17,3232595;26,0
2004-02-06;1,329162;1,335573;1,658389;1,6663875;2,4209305;2,4335855;24,86;25,97;25,85;25,38;26,89;25,14;17,32099448;26,0
2004-02-13;1,3326852;1,3391128;1,6935746;1,7017428;2,48489;2,497879;23,84;24,53;24,96;25,15;25,11;24,05;17,23100776;26,0
2004-02-20;1,3157342;1,3220802;1,6842838;1,6924072;2,4942562;2,507294;23,45;23,9;24,02;24,18;24,78;23,6;16,99513059;26,0
2004-02-27;1,3209366;1,3273076;1,6617752;1,66979;2,4736946;2,4866252;23,37;23,36;23,67;23,87;24,12;23,38;16,90342219;26,0
2004-03-05;1,3199472;1,3263136;1,6272574;1,635106;2,4397222;2,452475;23,03;23,54;24,25;23,5;24,59;23,2;16,9729096;24,0
2004-03-12;1,3158768;1,3222234;1,6182362;1,6260412;2,4029434;2,4155042;22,84;23,64;23,98;23,69;24,25;23,08;16,76339926;24,0
2004-03-19;1,3150854;1,3214282;1,6148118;1,6226002;2,3804926;2,3929358;22,25;22,89;23,31;24,37;23,33;22,49;17,44273328;24,0
2004-03-26;1,3140046;1,3203422;1,6130276;1,6208074;2,4078608;2,420447;21,48;22,57;23,08;23,4;22,39;21,79;17,90671035;24,0
2004-04-02;1,3114268;1,317752;1,59987;1,6075866;2,3942948;2,4068104;21,05;22,55;22,76;22,34;22,41;21,5;17,60751695;22,0
2004-04-09;1,3138284;1,3201652;1,595508;1,6032032;2,4110598;2,4236626;21,06;21,79;22,7;22,38;22,4;21,36;17,92845011;22,0
2004-04-16;1,3463072;1,3528006;1,6161428;1,6239376;2,445011;2,4577914;21,29;21,74;21,86;21,76;21,81;21,42;17,50942213;22,0
2004-04-23;1,36139925;1,3679655;1,62595125;1,6337935;2,43828175;2,451027;21,42;21,32;21,97;21,35;22,34;21,4;17,55965751;22,0
2004-04-30;1,4030828;1,40985;1,6641022;1,6721284;2,4940308;2,5070674;21,54;21,64;22,47;22,18;21,89;21,59;17,64033659;22,0
2004-05-07;1,4385322;1,4454704;1,7325542;1,7409104;2,5647794;2,5781858;21,39;21,87;22,09;21,95;21,95;21,52;18,41905983;22,0
2004-05-14;1,519173;1,5265002;1,8061884;1,8149;2,692662;2,706737;21,59;21,48;22,05;20,87;21,82;21,57;18,52519587;22,0
2004-05-21;1,536646;1,54405725;1,834383;1,84323075;2,70939125;2,723554;21,71;22,26;22,27;21,72;21,96;21,84;19,12138646;22,0
2004-05-28;1,5212792;1,5286164;1,835701;1,8445548;2,7442198;2,7585644;21,38;21,8;21,76;21,92;24,83;21,51;18,98480365;22,0
2004-06-04;1,498878;1,5061072;1,8348632;1,8437128;2,7531812;2,7675724;21,15;21,58;21,55;22,16;21,69;21,29;18,70307952;22,0
2004-06-11;1,4807538;1,4878958;1,8097542;1,818483;2,7185098;2,7327198;21,93;21,8;22,24;22,36;22,14;21,9;18,53329786;22,0
2004-06-18;1,4936188;1,5008228;1,7977106;1,8063814;2,7195506;2,7337662;21,54;21,87;22,89;21,41;22,29;21,66;18,83815606;22,0
2004-06-25;1,482983;1,4901356;1,7926576;1,8013038;2,7040896;2,7182242;21,61;22,04;22,39;22,17;22,93;21,74;19,24198069;22,0
2004-07-02;1,4808004;1,4879426;1,7993798;1,8080584;2,6926354;2,7067102;21,71;22,03;22,74;22,22;23,12;21,85;18,4777269;22,0
2004-07-09;1,439617;1,4465604;1,7695026;1,7780374;2,6438324;2,6576524;21,67;22,65;22,31;21,84;22,66;21,95;18,89689708;22,0
2004-07-16;1,4328542;1,439765;1,7740544;1,7826108;2,6589978;2,6728968;21,6;22,32;22,59;21,67;22,85;21,78;18,64456516;22,0
2004-07-23;1,4378762;1,4448114;1,776684;1,7852532;2,6664708;2,6804088;21,88;22,45;22,23;22,35;22,86;22,04;18,38969012;22,0
2004-07-30;1,4724168;1,4795186;1,7843876;1,7929942;2,695271;2,7093596;21,58;21,68;22,86;22,32;22,21;21,65;18,39915691;22,0
2004-08-06;1,464132;1,4711938;1,7630058;1,771509;2,665912;2,6798472;21,4;21,72;22,22;21,74;23,46;21,51;18,67228956;22,0
2004-08-13;1,4504676;1,4574634;1,7722742;1,7808222;2,6567504;2,6706376;21,15;21,71;22,23;21,59;23,17;21,35;18,75817304;22,0
2004-08-20;1,4570244;1,4640518;1,7946806;1,8033366;2,665885;2,67982;20,82;22,24;22,82;22,54;23,43;21,23;19,61332824;22,0
2004-08-27;1,4918786;1,4990742;1,8175824;1,8263488;2,6966246;2,7107202;21,07;21,79;21,94;21,49;21,92;21,27;19,63756026;22,0
2004-09-03;1,49944375;1,50667575;1,819574;1,82835025;2,6917265;2,7057965;20,83;21,87;22,35;21,22;23,11;21,13;19,40472375;22,0
2004-09-10;1,4973204;1,504542;1,8140768;1,8228264;2,665861;2,6797958;20,66;21,87;21,79;21,39;21,68;21,08;19,31562841;22,0
2004-09-17;1,4904374;1,497626;1,8218762;1,8306634;2,6694694;2,683423;20,43;21,34;21,74;20,51;21,39;20,72;19,79851333;22,0
2004-09-24;1,5106144;1,5179002;1,8480198;1,856933;2,707236;2,7213874;20,35;21,46;22,2;20,2;22,15;20,73;19,60454787;22,0
2004-10-01;1,4936918;1,5008962;1,8382368;1,8471028;2,6955468;2,7096368;20,4;21,14;21,07;20,77;21,84;20,65;20,30481686;20,0
2004-10-08;1,4992568;1,5064878;1,8474792;1,8563898;2,6787346;2,692737;20,09;21,8;20,98;21,3;21,56;20,56;20,24927966;20,0
2004-10-15;1,4866404;1,4938108;1,8348704;1,8437202;2,663573;2,677496;20,13;21,81;22,15;20,52;22,76;20,62;19,94560807;20,0
2004-10-22;1,475972;1,4830908;1,847166;1,8560752;2,6661896;2,6801262;20,16;21,57;21,28;21,73;22,91;20,58;20,13488601;20,0
2004-10-29;1,4722295;1,4793305;1,87654025;1,88559125;2,7018875;2,71601075;20,29;21,24;21,82;22,22;21,56;20,6;20,21975196;20,0
2004-11-05;1,465792;1,4728618;1,8704866;1,8795082;2,6941048;2,7081876;20,01;21,4;21,24;20,87;22,85;20,38;20,32645714;20,0
2004-11-12;1,451773;1,4587752;1,8744668;1,8835076;2,686087;2,7001276;21,56;21,64;22,15;20,87;21,07;21,6;20,42969627;20,0
2004-11-19;1,44449233;1,45145933;1,87690633;1,885959;2,67627567;2,690265;20,31;21,7;23,24;20,76;21,68;20,77;20,70962691;20,0
2004-11-26;1,429554;1,4364492;1,8709524;1,8799764;2,6691124;2,6830644;20,19;21,89;22,07;21,72;20,61;20,72;20,63106977;20,0
2004-12-03;1,4191162;1,4259608;1,8845182;1,8936076;2,705589;2,7197316;20,34;21,4;21,79;20,82;21,64;20,62;20,47889064;20,0
2004-12-10;1,403027;1,409808;1,8744184;1,883447;2,7109386;2,7251164;20,5;21,08;21,35;20,41;21,4;20,66;20,03250003;20,0
2004-12-17;1,41598;1,4228;1,88448;1,89356;2,72624;2,7405;20,41;20,94;21,44;20,86;22,05;20,64;19,86855373;20,0
2004-12-24;1,38836;1,39506;1,85686;1,8658;2,6817;2,69572;19,7;20,31;20,59;20,93;20,53;19,95;19,3915224;20,0
2004-12-31;1,35076;1,35728;1,83512;1,84396;2,60142;2,61502;19,55;20,27;20,69;20,44;20,32;19,92;18,91216226;20,0
2005-01-07;1,35896;1,36552;1,82046;1,82924;2,57734;2,59082;19,09;19,45;20,04;20,49;20,26;19,28;18,70924604;18,0
2005-01-14;1,37028;1,37688;1,80344;1,81212;2,57354;2,587;18,63;19,02;19,34;18,31;19,77;18,8;18,30945632;18,0
2005-01-21;1,33923333;1,34566667;1,7525;1,76093333;2,50053333;2,5136;18,35;19,38;19,9;19,72;18,04;18,77;18,46465602;18,0
2005-01-28;1,33164;1,33804;1,73742;1,7458;2,4975;2,51054;18,21;18,49;19,04;19,53;19,54;18,37;18,22966621;18,0
2005-02-04;1,32406;1,33046;1,72572;1,73404;2,49404;2,50708;18,26;18,67;18,5;19,07;19,67;18,42;17,39599092;17,0
2005-02-11;1,31968;1,32604;1,69296;1,7011;2,46104;2,4739;18,03;18,55;19,46;18,19;18,71;18,26;17,81855461;17,0
2005-02-18;1,30836;1,31466;1,6984;1,7066;2,4634;2,47628;17,9;18,43;18,73;18,1;18,57;18,11;17,88212178;17,0
2005-02-25;1,29656;1,30282;1,70554;1,71376;2,46646;2,47936;17,87;17,78;18,62;17,47;17,21;17,86;18,00088986;17,0
2005-03-04;1,2784;1,28458;1,6853;1,69344;2,44756;2,46036;17,26;17,66;18,27;16,75;18,3;17,45;17,59121347;16,5
2005-03-11;1,26324;1,26932;1,67674;1,68482;2,4242;2,43688;17,27;17,24;17,82;17,45;17,5;17,27;18,07366436;16,5
2005-03-18;1,29234;1,2986;1,73048;1,7388;2,48138;2,49434;17,04;16,91;17,04;16,91;15,35;16,99;18,49521852;16,5
2005-03-25;1,33502;1,34144;1,7553;1,76376;2,52744;2,54064;16,37;17,03;18,75;16,93;16,5;16,69;18,4622759;16,5
2005-04-01;1,36074;1,3673;1,76142;1,76992;2,54888;2,5622;15,65;17,21;18,32;17,99;16,4;16,33;18,4828154;15,5
2005-04-08;1,34952;1,35604;1,74;1,7484;2,53566;2,5489;16,18;17,02;18,38;16,83;19,44;16,61;18,46265817;15,5
2005-04-15;1,34194;1,34842;1,73294;1,7413;2,52994;2,54314;16,24;16,75;17,02;16,25;17,56;16,43;18,60630738;15,5
2005-04-22;1,36466;1,37122;1,7727;1,78126;2,59678;2,61036;16,35;16,78;16,87;16,86;15,72;16,53;18,88287695;15,5
2005-04-29;1,3594;1,36594;1,76402;1,77254;2,59186;2,6054;16,31;16,85;17,53;17,3;15,68;16,52;19,37701383;15,5
2005-05-06;1,36178;1,36836;1,7593;1,76782;2,59024;2,60376;16,43;16,92;17,64;16,8;15,97;16,66;18,42897029;15,0
2005-05-13;1,353;1,35952;1,73926;1,74766;2,54644;2,55974;16,03;17,02;17,69;17,01;16,38;16,49;18,49953958;15,0
2005-05-20;1,370775;1,377375;1,731075;1,739425;2,524625;2,5378;15,96;16,79;17,66;16,75;16,69;16,33;18,39632925;15,0
2005-05-27;1,37486;1,38148;1,72946;1,73782;2,51486;2,528;16,0;17,05;17,77;15,46;16,5;16,4;18,46342464;15,0
2005-06-03;1,35856;1,36512;1,68272;1,69082;2,4707;2,48362;15,83;17,19;16,9;17,03;17,06;16,36;18,51061229;14,5
2005-06-10;1,35728;1,36382;1,66694;1,67498;2,47732;2,49026;15,83;16,85;17,52;16,83;16,5;16,29;18,6643234;14,5
2005-06-17;1,36424;1,37082;1,65284;1,66082;2,47348;2,4864;15,71;16,81;17,08;15,45;16,35;16,16;18,99172571;14,5
2005-06-24;1,35234;1,35886;1,642;1,64992;2,46418;2,47704;15,99;16,86;18,16;16,13;16,59;16,4;19,03071492;14,5
2005-07-01;1,34186;1,34834;1,62286;1,63068;2,43582;2,44854;16,19;16,92;18,1;18,88;17,21;16,69;18,31964168;14,25
2005-07-08;1,3411;1,34756;1,60336;1,61108;2,35866;2,371;15,78;16,8;18,49;16,61;16,4;16,39;18,24225644;14,25
